id,saleprice
575,319381.57624028996
1249,166257.6164279133
1604,131955.58055361733
1064,351688.5410685353
1923,168424.97910984233
1988,100349.59098510072
2325,172154.0779881552
114,207919.14905225486
2700,143690.0613945052
217,155622.86242944747
343,166404.24583962932
386,210758.1528729424
2005,160980.156291347
2908,140358.78374759108
1814,218729.93835768104
2446,449982.5050444603
208,147316.5591129735
1679,111519.32764780149
822,298253.64117357135
6,191838.9361155294
1781,342386.72454350814
2397,252155.23335184902
2340,248261.61425242573
1618,140102.51350502297
2843,121010.42943534628
1061,378634.11877919734
2786,116677.77834383026
1935,142083.03930961713
1341,108747.67053766549
521,237561.13288076967
2136,141601.83557090163
996,169745.04989889264
227,164857.1202513054
135,176919.41586102918
1167,146800.39009968936
294,231828.56949482486
1776,190367.90489163995
540,180963.24183775857
1717,228389.59263297543
2303,133871.04080644995
116,178717.30725297332
127,135246.3081710562
1371,140598.43825605512
1014,184308.44808640704
1507,135405.55221893638
702,150096.47331090271
750,127332.58975168318
261,139213.89575035498
1559,99000.51929067075
577,171497.3414064683
2812,192596.05057813972
2080,173788.24546850845
1368,97861.5173964724
2376,125733.73891123012
659,106876.47059488297
1235,132213.43983842432
332,103253.45093357936
1917,124138.89886838198
2094,256185.5633506179
1460,251248.82110787183
1471,205685.98653775454
1509,133166.03901476413
1922,142518.01380273327
433,502333.6664061509
460,227280.1147870049
1116,211606.21656485274
1137,181028.28297834843
53,152958.35200442746
2354,256697.80521810055
1475,179695.6247730814
1761,576964.5140977204
842,147757.4148238711
2739,182436.95611882582
2509,135829.1264908947
1007,208389.38000090048
2610,183479.44705219567
1952,81601.49653336778
2719,156189.3895935677
2921,97979.89395074174
1966,149637.43675496057
292,115796.54257661477
1204,178623.78890215605
1829,228582.60061933473
2419,151382.53126722947
391,164937.953681048
798,111754.73914630339
481,201063.15199409053
193,215901.37213801965
555,123506.65594353527
899,85442.2317302525
2357,188815.10136551782
328,126608.14310935512
1356,97683.32619529963
1154,113791.32738794759
1730,178871.57956137508
2249,144049.04719380662
1119,257759.8785734363
2856,153253.97687596083
1394,149000.361742232
2587,143222.33741886914
61,244687.45372515172
2661,203149.62180557847
2711,119168.04231067002
1147,200396.0526161939
757,122300.298584871
2623,80159.87139796093
2378,133576.15222281963
1413,130361.49206002802
1722,196224.1115412116
1112,234713.1466477327
1623,190748.6015502885
1201,217633.140141882
1513,139157.64951472357
957,-505390.76172145456
1171,233642.21719091758
1145,202415.2811474949
2726,192244.70379813015
703,132846.24941422045
760,100304.57470029593
1964,137174.300659772
2512,163319.1204601638
159,192348.97789037228
1281,169816.07076342404
468,182171.73784210905
290,123618.35071769357
665,102060.19243895635
1463,249961.59792388603
1792,238259.67530445382
923,165097.5133238174
500,276532.31610975415
1408,186134.04746989906
331,87173.22199625522
170,142377.51086837053
2192,118687.1561522074
2571,309112.9353984855
2314,173493.30336027592
2647,93777.38641405478
422,431165.0378006585
2457,263917.3165631592
1838,199007.97097669542
2805,242540.9176768586
1645,147568.73041805625
1711,276688.86099206656
2825,258784.6445368193
322,321357.8394537568
2103,233129.30887214467
342,115362.28408336267
600,126436.69811667874
488,178286.01005985215
1725,228066.42949372903
2246,264548.3560891971
2847,177458.76574089006
806,211349.00747790933
530,242451.2423884645
963,200473.91362044588
2678,104961.13791953772
171,97515.80525505543
2401,455844.25417297333
805,200244.76552166417
2259,238000.77108174562
1748,146605.65811264515
1361,115692.51717332006
1677,106016.31762608513
1406,154925.35254157335
2322,217292.62941058725
688,141930.45684594288
143,148902.60224282742
804,191529.94181632623
1214,162550.81436959654
2828,142451.26798160002
1999,232649.27118724212
2467,179330.34823579714
2665,133164.64088420197
1538,256637.5290137306
398,127287.64967717603
2822,141334.76010959223
2157,141713.29241306335
1856,197030.8366422169
1269,98132.80688906088
2570,120273.26831048355
2320,213683.52652523667
1517,124580.8712060824
2304,116570.35164181516
1312,93960.9350589849
2012,133589.9500978589
506,234432.69372181967
2865,241072.6554311663
2367,94392.6034980081
554,95609.62117540836
238,135085.7593147345
1954,110531.45890006423
2488,137153.6486140564
2291,99953.8070374988
1969,104882.78695590794
2725,169942.7820363827
1482,146768.6869461462
2763,195493.82002799585
503,240402.41457913816
1584,223508.56197342277
1531,145089.25666963682
2210,181041.79255529493
459,304286.49445077777
556,134539.7857727781
1347,119532.46356421337
1290,82891.01453271508
1388,101974.89689922333
1571,207079.11067473143
2754,194069.71396727487
765,160864.74231081828
2494,140577.19971948117
2870,225995.608558923
7,192429.88798224553
1114,228960.09000129253
2418,270604.4801016748
291,147390.12972588837
18,281788.1500702314
39,426596.6804561578
1001,281290.8824772127
2442,253817.4270832464
616,134253.0457338579
2680,81244.18962778524
1414,108980.76506272703
289,151843.4917271249
40,211202.15632019565
860,128086.18835528567
409,126800.10611405596
673,144853.8056083806
2427,149911.57607898116
2036,214594.14623712376
2564,147880.8357385546
642,148283.5060986355
1008,183243.10957584903
1908,195048.88002162427
2519,168833.5282936357
1369,85527.20369657129
2855,147973.50942551345
712,90078.67458256334
1943,110563.54430545866
1958,142759.90131283924
107,126959.85759843886
2295,208051.91295568645
704,101237.65983585268
676,141483.90021217614
259,184100.74150855467
93,297117.6987343803
106,225187.32358350605
2315,172998.07173885033
1050,111483.32328708842
1095,211905.78160659596
2709,154985.03973903134
758,144336.68337544054
1496,154597.22992119193
2370,108026.12713652849
2458,258468.0011161603
2733,161604.09402580932
161,308821.80011931807
726,148102.43633420765
845,210579.17847742513
947,243175.4492363371
2232,114998.00323575735
2563,153047.29569094256
2299,130351.4505325593
211,109513.77311587334
605,146200.3981290944
1478,202632.79211743549
2247,246292.99792891368
2274,141886.25144657493
2869,210182.369305633
967,202376.33620237187
2656,136629.32944087312
667,175823.76181117445
1042,104313.44498100877
2023,143521.45980918035
2447,381511.7264808826
2055,114710.146344807
2275,253040.36543039605
2204,148057.9899354428
1563,248599.35632812232
483,212193.28838521987
796,143126.42104710639
1526,142443.3278969042
2042,140234.3377581425
442,331060.4980736561
1693,311583.7116358429
1468,217366.07660357654
1430,189100.82854594663
2605,132058.05248672888
1529,156066.49148495495
335,141957.51129813865
1287,133253.5782545656
31,115642.98273330182
1785,311530.97111456096
82,168659.20910438895
2620,125690.30534902588
252,167232.50550745055
721,83248.0749143511
2165,186492.2756565176
2316,169170.53982786462
775,135910.05169536546
1558,120996.15147661418
17,203480.88643415272
1022,245165.15638321266
925,129748.39119778574
438,256356.48831960186
1270,155711.64460042864
1272,122555.1993038468
215,152494.29900403693
266,212823.72199581563
2402,234256.21443849802
1250,139460.75034521893
1984,118545.04868000373
1279,131292.52011494339
377,228551.7161759995
1252,180801.42958742753
2156,284341.60844731703
499,331226.09277302027
1374,141133.86394890025
2898,224169.5553131476
401,130921.12672765553
2721,198434.9134376496
2078,283233.69953057915
2589,137477.3274347447
1946,282139.99243268743
1334,105235.5783541128
2781,247165.90148009732
431,404452.56612702087
576,178996.5526138842
1474,210124.94007202983
2254,124371.42231385037
2155,271848.4802501127
885,133027.08410939574
643,132626.6838858202
1944,109376.05136983842
480,186266.81310909986
2845,105751.92517183349
2387,326431.86935866624
2407,189146.7667011507
2527,161492.58006882295
2514,124908.34157344699
629,167993.092955783
80,216693.63155719638
1876,146027.2708393708
1546,109767.21541470289
2518,183946.13201038167
2347,165451.6332798712
783,242588.38816432282
1322,100668.39620486647
194,87189.2908706665
1770,308646.8111468516
2143,137641.64034290612
1229,152072.90322452039
511,284720.66738447547
46,205111.93252477795
1348,133347.31445474178
2465,183817.51572357863
387,214246.04473748058
873,207235.49504792318
1918,121565.39657725021
2764,236374.48541906103
2184,116949.42698878795
934,116846.08614355326
1920,131501.88587890565
2631,150294.71008494124
1768,623863.2051056661
2040,115477.18839491159
1749,226466.52042318135
834,234990.86112932116
1457,220027.2329860069
79,120453.159224201
2302,118047.54489114136
1817,139816.6616932042
2755,222791.28699670732
359,161012.58483932167
2059,112589.61312377825
2092,243022.54765527695
2516,219643.58601452038
150,111058.367650792
1656,163644.67642740905
83,90354.254267212
2411,194947.15275404975
795,100653.6353812702
2312,222557.77376765758
2917,90467.96882667765
1624,170948.49743805453
2215,263440.9299088232
1211,148180.56426115707
1485,140397.80293459073
1024,173518.22854164988
570,229560.1976101622
2874,128579.37444759533
700,95962.64949431643
2756,208007.22967175022
2022,180128.43455303833
583,215194.22715069726
2392,330024.61477654055
2424,176793.13827283308
212,102240.21452021599
736,142694.5227685608
1610,192715.5774382241
890,129536.64822281525
467,194184.00191904604
578,208784.27454869822
1747,183055.45072796568
1149,153648.89317625016
2758,283007.1698233448
857,135715.73730428517
2219,281102.2045258805
733,108538.92560478672
2909,106895.8260711059
1798,264168.46712283045
235,168533.17881789058
2366,132669.85790633038
1027,144022.14996157214
1195,134534.03412849084
1303,68607.63665236533
148,200700.64161401987
608,189156.2299838215
2515,202692.91416897997
821,272156.36862745136
2500,293591.3516696468
745,99546.98125211522
741,134584.34771993756
1611,163930.290001031
2532,128342.07954466715
1081,206104.97077157348
1692,381545.6261845529
2520,164881.45480345935
276,135694.54596944153
1992,128538.07315976173
663,65207.009747389704
418,101604.37778791785
1733,191854.8302338682
2359,149218.57181796804
253,178088.38450871408
1518,192083.13385702297
2035,129388.33678515628
2919,96699.28859892115
1540,215096.9357183054
2120,158284.0276294276
1674,180204.6136851199
256,136220.41369731352
2361,112654.08241752908
978,82630.93338576704
2280,186629.2409467213
2095,204994.3803832829
1709,326942.8730084561
2801,233114.29457366467
1246,115326.22020773217
2373,92984.11039056256
1055,246278.0068075657
2017,115285.85893813148
1099,245762.24228610843
1344,83825.61566310376
835,187927.3790751733
1117,189168.67553197965
2043,99478.87755010277
2085,126317.5391541645
410,127599.22042813897
2650,97473.46332767978
2867,149188.33504284546
1668,110451.08460045606
1161,147504.24751048908
2122,172668.9646211341
2539,141001.02809534967
1047,125810.94957416132
1445,124617.07698255405
541,148109.01233673468
569,243394.4450427778
1276,113045.84674590454
918,130037.89926102757
326,184949.3828291148
1936,121210.43173664063
895,106431.64561621845
257,159499.96277731284
1241,208245.31844929978
1545,103363.47296964005
1189,170364.57125047222
270,145833.1176586561
2066,267994.57300611585
693,106726.71390523762
1259,103497.56792980433
2916,134890.33435313404
2321,276795.24624037
1977,119301.92408894375
1895,139408.51259788126
1240,162309.93168959022
85,149547.64793288708
1823,139858.29765563086
825,289215.0301844068
110,239807.2717354186
697,113210.85354670137
2297,109131.81466915831
1231,137728.03656113893
1355,138239.7322114408
968,373953.97442483157
584,192241.4764286168
1315,127739.9696996063
1606,141327.61513816193
206,121134.07910846546
1685,310494.5259151235
2016,144511.6895683296
869,220500.77524918318
2135,126651.25348527357
2346,173743.10606415942
2430,213196.63725708425
2198,91484.83336270973
2652,124679.80927325413
27,134497.068383269
241,168056.94610755518
906,159536.71121599525
1506,118572.38150769472
2098,375787.04361564666
1435,203089.60234697536
2213,161438.04551342502
1274,126001.2642949894
743,84310.48674049228
1737,173236.90689160675
2797,271673.3331943713
2185,103033.18544684723
58,145519.0424578674
830,207623.54029751942
808,141487.48667550832
680,175485.56970370188
1153,130122.85018447787
1291,127775.51342202723
1818,201828.4397578165
2161,181803.31327516958
1883,148740.41065470502
350,313124.98194951937
2473,150233.4683998227
295,222560.14921522513
293,184426.9891201593
859,144034.69131066278
288,93758.89627185836
1578,149992.51836067066
102,169465.2610747367
2831,148534.78384533897
1030,170821.8752250448
2551,136974.39322957397
1286,180025.884209048
958,299715.39063471556
776,128307.50128752366
72,234974.7218665555
2263,207106.8482422456
1866,139559.44891927764
2876,82373.82261395082
2146,263097.89344380423
103,159571.92623120546
1500,141133.5753709264
492,182647.03295555338
167,151275.5584700331
2597,103347.59546262026
2685,112373.6266781725
1035,153007.19067377225
1220,72966.74972099811
2602,127448.93268832937
2159,191521.67705721036
695,168067.12893250957
1109,289547.8331873603
640,150473.51510195434
1652,160402.5544436723
2090,203761.6326129958
1188,163036.44008746743
2345,201407.81177761778
1059,406951.16507536545
2751,238676.799864538
128,227041.40754570812
1523,107699.12102510408
2925,193424.2403294146
2145,281988.00627477095
1121,191881.03915711492
566,257626.06868576258
565,227084.15896620974
1331,154293.012556538
2928,120542.33698002249
156,134345.30023517832
797,187609.04665536806
327,111532.6533128731
2859,147269.70996408537
1453,116199.24937569723
1762,306219.19928963855
1868,198978.54799525812
1760,197517.96595598012
1113,208120.87230468914
1812,213514.61500416324
117,124054.41126076505
1142,222197.67035874724
2342,372802.3105657771
927,132736.56148095056
2478,192794.60959965363
655,97180.20944779366
2064,123526.55698751658
369,214870.7044417821
2239,128493.28848451748
2732,210759.64106294513
1653,162712.9191252701
959,197170.92301943898
2395,330031.4203493558
1412,119608.91557087749
271,230610.1537994668
1484,148789.99599578977
1497,190438.23080687597
552,144303.0316105485
2,122648.74360621348
1855,302550.2172855176
4,244470.67206970975
2292,160694.70938691497
134,149129.74400330335
646,115668.9334228225
42,271322.95217500627
532,228165.01965251192
713,135992.70367523655
2561,140260.97958596796
2360,136992.52095752582
1333,127339.24327606335
1407,314317.92600660026
2892,295513.2192345597
574,195165.9700382538
1227,178813.51642347127
2591,238037.20782811567
1476,221763.12594815716
1125,249615.14159044996
1446,141917.2036041841
408,109332.28071925044
1101,260192.08158713952
2251,228758.30175206438
373,185625.88862496614
2554,137198.4105865918
2382,242747.3330924809
1985,83920.52886817232
519,206867.98237134516
1093,192370.79330757633
864,234254.98212789372
2889,141019.2356286496
2308,158042.03763393685
986,170930.1776803583
1302,161409.31230323762
585,157118.55977084115
2708,138015.85287178308
147,137270.09225347266
1441,230581.35208289325
383,169592.76840831712
285,162295.60751727223
181,100949.33019034937
358,163922.0603450872
780,134128.3360831514
258,180342.12367714942
1865,221493.6580522135
692,116732.36406188458
2902,296061.41519747674
508,231326.72137853503
2638,143592.76082532853
36,141836.37198106945
611,158370.25625313446
2281,131389.1553659737
1678,117014.5792354159
1696,487018.7342871949
1557,77400.39334264398
2180,162928.84177309647
1726,195347.9412413612
951,139767.46029326692
267,237196.6645971872
2706,167595.91693760455
2221,234519.64591043815
1357,141709.43483317643
2901,284388.5259742886
347,152016.15918262303
2164,195136.984447591
1586,254165.58817872778
360,151085.69553167373
1769,236129.27837026492
2617,153844.2868526876
1879,116475.61104316264
991,197393.3845748566
1535,118906.48657106608
1191,145433.21544471756
1579,186635.9558909759
1882,124418.86960412934
1510,144088.86968269944
2196,87779.2841193825
1845,180790.27292492986
2336,327211.82941585034
942,99876.0148043707
861,122874.94357872754
2555,121069.07588050887
1392,168647.3877336532
2099,250816.1458423175
1543,98091.0903184861
948,295081.3463827409
1239,174086.6388901919
22,162083.45353406668
2796,236731.23578377068
2747,214016.46034296975
92,281268.92583846673
210,168216.22275726497
1858,190627.64392551035
2228,138881.2963708639
447,185302.2013304904
827,265903.57794590294
1649,203956.1957596615
682,131304.36656037346
2698,114907.88180355728
494,134599.52350185066
214,120924.54828505218
2441,268872.7189344093
2679,97683.13670186326
1336,130311.93550118059
465,167821.4874388203
1524,134074.23035598174
2543,122845.69251833856
631,145247.21866453066
2452,277537.7028338611
228,156147.6111224331
126,182118.3593752198
1092,187385.18833222613
1122,194995.6856844537
932,184687.60553881526
1980,79268.37619493157
2171,129429.82420679554
551,145501.4152107723
2768,176732.8492325209
2056,108641.15901917219
1159,286536.72070501745
2645,132441.70167038217
1174,155427.58536482975
2266,252306.83679429442
2462,371138.9503800683
1219,149365.26221597567
2922,145284.3313790001
118,144628.25786545873
474,148102.6110567078
2576,147140.47494984418
872,297488.760080833
1077,185274.6852122806
1536,131726.23274298757
1150,129619.68393536657
2341,280306.42239609733
1931,156309.77342208847
2785,159584.62201062962
2538,136342.92969596386
597,191213.33222739398
464,154533.93159919605
233,284418.63876023516
2169,142317.4782942906
2123,165861.65797566622
1867,178796.3468707204
137,240077.7043422833
515,232591.4122711569
933,94786.012163084
2784,131250.5705352202
972,167138.06456670165
599,159065.9093056731
2614,126854.73845177144
2582,141959.39785929024
1409,166035.7514159009
175,123586.3801634796
352,194106.2894193828
976,84117.57750812173
2134,195395.5304014273
984,111224.76203321666
2396,318485.4898763634
1673,130445.57136438787
404,124270.32335107028
607,170304.45170801878
814,160718.82410452887
868,193267.68947371095
2271,216163.7109690234
1633,255436.36258850992
337,210895.92907551304
2765,129313.56427206844
1746,245889.3003505692
368,270422.94343450665
2806,219172.60860423
1662,181522.89920662344
1234,233634.88295360655
1373,136263.6084774956
1672,114946.7915087156
1939,125147.2529733777
