id,saleprice
107,195006.59471370297
2295,214923.8220967839
704,92481.99600781934
676,133359.2837941309
259,175466.45724539552
93,281760.60567112255
106,249253.269594106
2315,175003.01758092217
1050,99838.52138180088
1095,223950.377061686
2709,134925.0020842816
758,146874.47013177862
1496,147695.32471019006
2370,114013.40740367927
2458,278495.5895330231
2733,131331.62774777832
161,276677.88647429436
726,165510.13112311327
845,220992.21305329062
947,255758.48362994858
2232,103117.76507844357
2563,152301.68289446208
2299,144536.41905528435
211,89042.78739166268
605,182749.18371748255
1478,230748.00382916303
2247,244795.96782522008
2274,202201.02957557508
2869,199191.0251314299
967,223239.486491115
2656,94480.30561931204
667,209796.7389713793
1042,107966.94727861276
2023,165131.3988640004
2447,360725.8244684451
2055,120731.85382874816
2275,291950.1837730558
2204,178748.57098271116
1563,262152.27926408243
483,220436.91242884786
796,156917.3320998089
1526,155350.64189505542
2042,159665.2941198736
442,362835.17319186236
1693,325598.58421290555
1468,237798.16887527017
1430,189830.39760663075
2605,178796.44470901805
1529,185698.97018273105
335,131492.13845418853
1287,126673.46184641484
31,92994.93907944992
1785,329624.1811207417
82,162704.69749322277
2620,118859.01111378986
252,190367.56410514208
721,70575.23551254845
2165,197238.43500098755
2316,178505.39959619404
775,132986.30978606903
1558,101242.85320657428
17,212480.68520889914
1022,245224.3910228724
925,115257.24733608245
438,280309.74194012076
1270,128852.5224120954
1272,109082.40546105214
215,155114.4039715174
266,237449.22748252592
2402,279313.5047486351
1250,123291.67018179432
1984,97746.27796439844
1279,132663.48484918236
377,240204.64238455676
1252,142216.4094475743
2156,262722.5382805744
499,295193.11914372025
1374,132808.9399064891
2898,214896.61215825257
401,99526.50692191132
2721,178667.0275300208
2078,233633.36986948928
2589,127093.54504924611
1946,222941.77472973842
1334,111646.56563693983
2781,246079.84190125513
431,388529.88046296727
576,230414.80492299015
1474,221002.9688534598
2254,125537.33597738412
2155,278775.1321849896
885,115096.93423405942
643,131388.9489919155
1944,121145.86653274472
480,216173.37197983766
2845,119623.97363998264
2387,297381.47116439894
2407,210136.82259352063
2527,154880.87902956252
2514,174002.396071602
629,174721.35964473255
80,216667.8813257644
1876,125500.46021876513
1546,107641.53570123296
2518,190986.6166378018
2347,166354.4012696506
783,208753.4042044229
1322,55842.05465742352
194,85869.32408046338
1770,280776.0343167248
2143,163633.12992851855
1229,204264.73598006123
511,267543.8137907834
46,222368.67284042068
1348,172302.47208686074
2465,201224.4654037832
387,237999.1418125023
873,229092.2998191421
1918,106155.41020179563
2764,250509.9468377587
2184,109967.82168298116
934,168746.95863860595
1920,125345.95476531144
2631,143489.312719827
1768,478520.2010604754
2040,120964.81089573365
1749,227754.306582426
834,244824.6439512265
1457,242205.15971492685
79,128249.54339641123
2302,99517.8432233
1817,149414.62228602503
2755,234329.9414910312
359,186863.0114040104
2059,101237.23981351143
2092,263590.1362103935
2516,229940.19821538572
150,94514.86929218745
1656,140349.29827916267
83,109682.61955276632
2411,198775.3945124066
795,87326.19050459692
2312,224634.816121732
2917,114419.31096432841
1624,195335.44556856802
2215,266808.8510689371
1211,154015.06872360152
1485,181204.00504231895
1024,188208.3604158559
570,203213.02004092786
2874,132011.1739372703
700,151043.74178921955
2756,217415.7636954708
2022,167054.82782827457
583,221726.21079840796
2392,377729.2588774366
2424,210453.25745868625
212,108995.51284324407
736,133632.52765023813
1610,160807.43552365096
890,117806.66069534753
467,205045.3720182468
578,212822.38898990653
1747,200995.36088465998
1149,179489.67172897654
2758,242651.8251937885
857,125950.96585289476
2219,279751.5501840099
733,102980.34218731063
2909,121760.61775957432
1798,261506.229319336
235,124069.97082592512
2366,137791.88356018602
1027,125707.91551301087
1195,140659.1549038415
1303,26470.785753730772
148,183854.1071359974
608,167588.93545789033
2515,201908.01510620967
821,308776.973742585
2500,271330.91589629924
745,107606.5299004814
741,127418.93203140271
1611,164446.51833125844
2532,110000.11811772466
1081,234798.46998194337
1692,401230.5172989353
2520,209039.5527778844
276,116450.78490169259
1992,133178.74517621868
663,28347.55146759347
418,116078.92287756957
1733,216615.5305887406
2359,137473.71086381254
253,196765.86408175627
1518,172635.29421383335
2035,145186.20320907893
2919,70175.5872872255
1540,221499.5711693411
2120,138007.77788706118
1674,193268.21223112143
256,141746.78227040637
2361,87802.3662417866
978,86318.7646474774
2280,165079.67302333325
2095,228608.42075185815
1709,311109.0649517384
2801,232586.48368653585
1246,117383.2072394379
2373,110099.500965969
1055,277647.76061248203
2017,139403.17334806581
1099,253632.8827439997
1344,96948.38101038721
835,177516.0657808847
1117,229794.64105564996
2043,84670.30631572613
2085,111401.20973065501
410,158066.5965764813
2650,102682.49717125815
2867,153937.31071040692
1668,102397.67308191501
1161,182508.40665996895
2122,199191.75182768307
2539,131818.47684171295
1047,133416.77130525262
1445,128337.80367902492
541,135057.39374022343
569,215500.30751295248
1276,124661.80734462396
918,129466.50188501686
326,166737.558355099
1936,130613.92499213386
895,86357.5748164822
257,153251.48091672023
1241,183687.36305854435
1545,126246.83587244409
1189,172167.52543800534
270,171024.2974651265
2066,200215.95423853392
693,114534.4479349408
1259,156227.2085968061
2916,153409.65575871954
2321,278443.34059607104
1977,101858.54395811335
1895,145530.28082369146
1240,161215.36768112914
85,154671.64568201354
1823,114374.37697233306
825,291046.362075001
110,234659.68076604226
697,120656.00737686659
2297,93684.42384509358
1231,134374.1406246326
1355,139072.76917426806
968,364257.02270979324
584,214900.28438873147
1315,116553.59972296114
1606,123003.51525997114
206,118671.17922832177
1685,359428.296057671
2016,122912.91344679758
869,220540.39788640506
2135,123424.12503083062
2346,186744.14523703826
2430,234586.89365098247
2198,72684.9731032867
2652,120158.10354841931
27,111802.04944553279
241,168174.85738286382
906,131889.09106068662
1506,116496.59513969667
2098,328254.11818893783
1435,208696.82444659923
2213,138030.94717482553
1274,129173.87134595733
743,24127.699629212846
1737,201775.37745461642
2797,273385.31951435725
2185,66523.5117631735
58,167477.2035544351
830,211551.00262736465
808,129797.92923395423
680,155448.60163871647
1153,111572.67628639168
1291,143476.3897745571
1818,172454.1347265445
2161,199105.52494854626
1883,121191.10830373777
350,310191.1355669477
2473,147728.08333200624
295,173235.05012087338
293,194064.7320108792
859,122542.61503733165
288,82399.57150371431
1578,149122.88043659937
102,191796.15622351208
2831,187054.69806771562
1030,159831.85276931396
2551,133379.20697909332
1286,168604.216802324
958,323505.6383959509
776,118233.58037274424
72,238025.6434341494
2263,249728.9927170265
1866,154697.04262098164
2876,64463.90764741166
2146,256582.8443138653
103,197293.9863552836
1500,140195.30201767932
492,180408.67251952685
167,126938.76680247881
2597,111414.75222696998
2685,114897.11435515602
1035,157037.66961588513
1220,63219.66987717731
2602,146693.8457189318
2159,224837.56999795337
695,164631.3928572869
1109,258627.5294260134
640,183204.48558858287
1652,152022.26880695787
2090,188753.01100786234
1188,183068.02527958906
2345,220253.50826415233
1059,368233.9708699532
2751,240566.1146329692
128,197984.5959173324
1523,210103.75679562386
2925,176878.293789386
2145,279146.3875548346
1121,218358.69305014826
566,272319.204785632
565,231317.57344429416
1331,136907.57674370427
2928,108543.32169532042
156,136079.9495340287
797,147776.05812156264
327,88255.55225152304
2859,154043.76065811265
1453,95744.41223054074
1762,313751.1421863055
1868,195296.7026962345
1760,177436.51583139645
1113,250916.03509104648
1812,203237.03623560962
117,148769.59472419287
1142,210128.59444022953
2342,384363.10463268234
927,135281.4276912685
2478,172760.41681959532
655,56544.00676940658
2064,127880.86203744245
369,262544.56529567385
2239,128524.71351800003
2732,206268.2450180041
1653,166243.2038421466
959,210142.43134341238
2395,335848.5479896548
1412,107789.94385510904
271,249343.46717038163
1484,179924.06743772252
1497,150241.44261592155
552,175238.2318527514
2,113447.31277040328
1855,303831.8299156346
4,273126.40335678944
2292,174226.60707817378
134,128599.05365462106
646,96267.20868676822
42,311252.3526732776
532,227780.8321693401
713,93502.79061511107
2561,129211.90862738271
2360,131583.35365087877
1333,120467.61228841718
1407,210743.1110415582
2892,289232.09316665644
574,228255.74259399908
1227,182782.23673422268
2591,251621.50391629786
1476,221191.23903276818
1125,268804.4384109173
1446,134680.97143425408
408,105815.39684818365
1101,282673.4304210554
2251,203111.88189662364
373,176585.30611027236
2554,116116.347913571
2382,257820.68934654118
1985,70495.5171539355
519,225449.2516496966
1093,192150.28266765625
864,254310.79904947872
2889,149770.7673314084
2308,182351.25938319997
986,153335.27859378897
1302,149755.73597887298
585,152157.64291956607
2708,128788.77925834112
147,120345.8670495968
1441,237551.77641674556
383,184619.9277088046
285,146180.18614584993
181,113813.42261179542
358,189721.68245917652
780,163162.45303071273
258,185733.03220623103
1865,199357.97189345455
692,123714.99346183048
2902,315966.948220162
508,251869.46262412792
2638,142830.2000666174
36,154907.61357056448
611,165357.96155344718
2281,133188.01719485258
1678,135456.80630425975
1696,413037.59267748235
1557,58722.77237151118
2180,147480.93555403384
1726,219198.92668915674
951,141307.2074240126
267,243589.6328113585
2706,130710.80683711753
2221,215649.9603459285
1357,157433.98578517162
2901,309711.56715352624
347,170905.2396323717
2164,206452.44060722564
1586,299567.99719158007
360,169053.62465206202
1769,228481.58084194898
2617,173729.10472034913
1879,150351.16284778778
991,194701.9532857142
1535,117402.90638726932
1191,151908.96576520998
1579,213702.21194359148
1882,122170.95152843103
1510,116346.18622728292
2196,169892.0646168377
1845,187335.3977532654
2336,349656.04746001266
942,92524.09664905426
861,111424.4920818081
2555,105376.8950472722
1392,167075.70646093227
2099,255002.61363219836
1543,133509.26969150855
948,278011.7708517497
1239,161738.90162476216
22,202314.97765107674
2796,240253.22255861864
2747,208347.4311746327
92,283823.3093179462
210,174788.68661395484
1858,232160.19573576632
2228,168675.64681201678
447,214616.0472341483
827,244131.69100452826
1649,220724.26510305383
682,119458.02768760355
2698,117121.94754958904
494,154227.8150548378
214,105076.35804509337
2441,247898.32426166453
2679,104866.79098115093
1336,122882.81043968932
465,208650.5839901893
1524,137652.57867287903
2543,121538.00401238934
631,140596.7540211184
2452,290272.286551449
228,151280.18729849113
126,169997.5214176232
1092,223763.106710991
1122,221483.17348119564
932,202261.70255607588
1980,75722.33322843729
2171,111457.13902133366
551,147931.2382148123
2768,181556.24337928148
2056,103688.14298702945
1159,319909.6488212942
2645,128262.42089511157
1174,195447.87608996773
2266,223974.8673438956
2462,364417.245785023
1219,145044.74369848717
2922,171859.2581015007
118,139638.63854040852
474,193560.0268909426
2576,143330.87850637396
872,283011.64086366346
1077,220176.31310800952
1536,130972.835012372
1150,128899.82877040398
2341,273962.4574378063
1931,140833.3247898012
2785,126873.77836612728
2538,122809.73476454563
597,191445.22202395444
464,193340.41128124308
233,253486.49625001237
2169,141236.09330726822
2123,172901.44889703003
1867,171657.4692804499
137,244856.4576410734
515,219932.33770708658
933,123585.13647171791
2784,139571.82398561505
972,160091.62997819507
599,156133.83687758993
2614,131548.1342862546
2582,153184.3260911728
1409,179449.24261775735
175,100675.41824362893
352,196909.99174278474
976,104180.47174314095
2134,211223.7799718076
984,99689.80164982413
2396,352944.371195348
1673,135471.17586346262
404,118149.24335845583
607,175089.90717736946
814,199974.1700148724
868,207624.47389433137
2271,203933.20633239957
1633,245771.3895821902
337,181308.7827438409
2765,163289.26168259705
1746,256153.7545424077
368,299030.0268494431
2806,217682.45733296144
1662,182423.04302430176
1234,207355.20918587642
1373,119913.28876232216
1672,96714.20526956761
1939,134081.14127678826
